date;time;puls;interval[s];dH/dt[uSv/h];comment
01.01.2010;02:56:00;261;120;1.091797;
01.01.2010;02:58:00;264;120;1.106186;
01.01.2010;03:00:00;267;120;1.121841;
01.01.2010;03:02:00;270;120;1.137604;
01.01.2010;03:04:00;273;120;1.153427;
01.01.2010;03:06:00;276;120;1.169342;
01.01.2010;03:08:00;279;120;1.184097;
01.01.2010;03:10:00;282;120;1.200195;
01.01.2010;03:12:00;285;120;1.216339;
01.01.2010;03:14:00;288;120;1.232574;
01.01.2010;03:16:00;291;120;1.248932;
01.01.2010;03:18:00;294;120;1.264084;
01.01.2010;03:20:00;297;120;1.280563;
01.01.2010;03:22:00;300;120;1.297180;
01.01.2010;03:24:00;303;120;1.313843;
01.01.2010;03:26:00;306;120;1.330597;
01.01.2010;03:28:00;309;120;1.346146;
01.01.2010;03:30:00;312;120;1.363098;
01.01.2010;03:32:00;315;120;1.380127;
01.01.2010;03:34:00;318;120;1.397232;
01.01.2010;03:36:00;321;120;1.414474;
01.01.2010;03:38:00;324;120;1.430435;
01.01.2010;03:40:00;327;120;1.447815;
01.01.2010;03:42:00;330;120;1.465332;
01.01.2010;03:44:00;333;120;1.482910;
01.01.2010;03:46:00;336;120;1.500580;
01.01.2010;03:48:00;339;120;1.516983;
01.01.2010;03:50:00;342;120;1.534882;
01.01.2010;03:52:00;345;120;1.552841;
01.01.2010;03:54:00;348;120;1.570908;
01.01.2010;03:56:00;351;120;1.589096;
01.01.2010;03:58:00;354;120;1.605957;
01.01.2010;04:00:00;357;120;1.624313;
01.01.2010;04:02:00;360;120;1.642807;
01.01.2010;04:04:00;363;120;1.661377;
01.01.2010;04:06:00;366;120;1.680038;
01.01.2010;04:08:00;369;120;1.697372;
01.01.2010;04:10:00;372;120;1.716293;
01.01.2010;04:12:00;375;120;1.735260;
01.01.2010;04:14:00;378;120;1.754349;
01.01.2010;04:16:00;381;120;1.773590;
01.01.2010;04:18:00;384;120;1.791412;
01.01.2010;04:20:00;387;120;1.810822;
01.01.2010;04:22:00;390;120;1.830399;
01.01.2010;04:24:00;393;120;1.850037;
01.01.2010;04:26:00;396;120;1.869781;
01.01.2010;04:28:00;399;120;1.888123;
01.01.2010;04:30:00;402;120;1.908142;
01.01.2010;04:32:00;405;120;1.928223;
01.01.2010;04:34:00;408;120;1.948441;
01.01.2010;04:36:00;411;120;1.968811;
01.01.2010;04:38:00;414;120;1.987686;
01.01.2010;04:40:00;417;120;2.008240;
01.01.2010;04:42:00;420;120;2.028976;
01.01.2010;04:44:00;423;120;2.049789;
01.01.2010;04:46:00;426;120;2.070709;
01.01.2010;04:48:00;429;120;2.090149;
01.01.2010;04:50:00;432;120;2.111374;
01.01.2010;04:52:00;435;120;2.132675;
01.01.2010;04:54:00;438;120;2.154099;
01.01.2010;04:56:00;441;120;2.175720;
01.01.2010;04:58:00;444;120;2.195740;
01.01.2010;05:00:00;447;120;2.217545;
01.01.2010;05:02:00;450;120;2.239548;
01.01.2010;05:04:00;453;120;2.261627;
01.01.2010;05:06:00;456;120;2.283844;
01.01.2010;05:08:00;459;120;2.304489;
01.01.2010;05:10:00;462;120;2.327026;
01.01.2010;05:12:00;465;120;2.349655;
01.01.2010;05:14:00;468;120;2.372421;
01.01.2010;05:16:00;471;120;2.395386;
01.01.2010;05:18:00;474;120;2.416656;
01.01.2010;05:20:00;477;120;2.439850;
01.01.2010;05:22:00;480;120;2.463242;
01.01.2010;05:24:00;483;120;2.486725;
01.01.2010;05:26:00;486;120;2.510345;
01.01.2010;05:28:00;489;120;2.532303;
01.01.2010;05:30:00;492;120;2.556290;
01.01.2010;05:32:00;495;120;2.580353;
01.01.2010;05:34:00;498;120;2.604584;
01.01.2010;05:36:00;501;120;2.629044;
01.01.2010;05:38:00;504;120;2.651688;
01.01.2010;05:40:00;507;120;2.676376;
01.01.2010;05:42:00;510;120;2.701309;
01.01.2010;05:44:00;513;120;2.726318;
01.01.2010;05:46:00;516;120;2.751495;
01.01.2010;05:48:00;519;120;2.774887;
01.01.2010;05:50:00;522;120;2.800461;
01.01.2010;05:52:00;525;120;2.826141;
01.01.2010;05:54:00;528;120;2.851974;
01.01.2010;05:56:00;531;120;2.878067;
01.01.2010;05:58:00;534;120;2.902237;
01.01.2010;06:00:00;537;120;2.928574;
01.01.2010;06:02:00;540;120;2.955185;
01.01.2010;06:04:00;543;120;2.981888;
01.01.2010;06:06:00;546;120;3.008774;
01.01.2010;06:08:00;549;120;3.033752;
01.01.2010;06:10:00;552;120;3.061081;
01.01.2010;06:12:00;555;120;3.088516;
01.01.2010;06:14:00;558;120;3.116119;
01.01.2010;06:16:00;561;120;3.144012;
01.01.2010;06:18:00;564;120;3.169861;
01.01.2010;06:20:00;567;120;3.198029;
01.01.2010;06:22:00;570;120;3.226501;
01.01.2010;06:24:00;573;120;3.255081;
01.01.2010;06:26:00;576;120;3.283844;
01.01.2010;06:28:00;579;120;3.310593;
01.01.2010;06:30:00;582;120;3.339859;
01.01.2010;06:32:00;585;120;3.369217;
01.01.2010;06:34:00;588;120;3.398804;
01.01.2010;06:36:00;591;120;2.623428;
01.01.2010;06:38:00;594;120;2.636520;
01.01.2010;06:40:00;597;120;2.650787;
01.01.2010;06:42:00;600;120;2.664993;
01.01.2010;06:44:00;603;120;2.679276;
01.01.2010;06:46:00;606;120;2.693497;
01.01.2010;06:48:00;609;120;2.706680;
01.01.2010;06:50:00;612;120;2.720917;
01.01.2010;06:52:00;615;120;2.735168;
01.01.2010;06:54:00;618;120;2.749481;
01.01.2010;06:56:00;621;120;2.763733;
01.01.2010;06:58:00;624;120;2.776962;
01.01.2010;07:00:00;627;120;2.791229;
01.01.2010;07:02:00;630;120;2.805573;
01.01.2010;07:04:00;633;120;2.819870;
01.01.2010;07:06:00;636;120;2.834229;
01.01.2010;07:08:00;639;120;2.847412;
01.01.2010;07:10:00;642;120;2.861801;
01.01.2010;07:12:00;645;120;2.876114;
01.01.2010;07:14:00;648;120;2.890503;
01.01.2010;07:16:00;651;120;2.904831;
01.01.2010;07:18:00;654;120;2.918137;
01.01.2010;07:20:00;657;120;2.932480;
01.01.2010;07:22:00;660;120;2.946899;
01.01.2010;07:24:00;663;120;2.961258;
01.01.2010;07:26:00;666;120;2.975708;
01.01.2010;07:28:00;669;120;2.988968;
01.01.2010;07:30:00;672;120;3.003418;
01.01.2010;07:32:00;675;120;3.017807;
01.01.2010;07:34:00;678;120;3.032272;
01.01.2010;07:36:00;681;120;3.046677;
01.01.2010;07:38:00;684;120;3.060043;
01.01.2010;07:40:00;687;120;3.074463;
01.01.2010;07:42:00;690;120;3.088974;
01.01.2010;07:44:00;693;120;3.103409;
01.01.2010;07:46:00;696;120;3.117920;
01.01.2010;07:48:00;699;120;3.131256;
01.01.2010;07:50:00;702;120;3.145782;
01.01.2010;07:52:00;705;120;3.160248;
01.01.2010;07:54:00;708;120;3.174789;
01.01.2010;07:56:00;711;120;3.189270;
01.01.2010;07:58:00;714;120;3.202713;
01.01.2010;08:00:00;717;120;3.217209;
01.01.2010;08:02:00;720;120;3.231781;
01.01.2010;08:04:00;723;120;3.246292;
01.01.2010;08:06:00;726;120;3.260818;
01.01.2010;08:08:00;729;120;3.274292;
01.01.2010;08:10:00;732;120;3.288895;
01.01.2010;08:12:00;735;120;3.303436;
01.01.2010;08:14:00;738;120;3.317993;
01.01.2010;08:16:00;741;120;3.332626;
01.01.2010;08:18:00;744;120;3.346054;
01.01.2010;08:20:00;747;120;3.360703;
01.01.2010;08:22:00;750;120;3.375290;
01.01.2010;08:24:00;753;120;3.389954;
01.01.2010;08:26:00;756;120;3.404541;
01.01.2010;08:28:00;759;120;3.418091;
01.01.2010;08:30:00;762;120;3.432693;
01.01.2010;08:32:00;765;120;3.447388;
01.01.2010;08:34:00;768;120;3.462021;
01.01.2010;08:36:00;771;120;3.476730;
01.01.2010;08:38:00;774;120;3.490234;
01.01.2010;08:40:00;777;120;3.504959;
01.01.2010;08:42:00;780;120;3.519623;
01.01.2010;08:44:00;783;120;3.534363;
01.01.2010;08:46:00;786;120;3.549026;
01.01.2010;08:48:00;789;120;3.562653;
01.01.2010;08:50:00;792;120;3.577332;
01.01.2010;08:52:00;795;120;3.592117;
01.01.2010;08:54:00;798;120;3.606812;
